subject	session	block	trial 	response duration	typeTop	typeBot	sameFlag	response	correctFlag	rt	rtFlag	face_top	x_top_target	y_top_target	x_top_probe	y_top_probe	face_bot	x_bot_target	y_bot_target	x_bot_probe	y_bot_probe
1	1	8	21	1.8	3	3	2	1	0	229.95	1	12	3	3	1	1	8	3	3	1	1
1	1	8	22	0.4	3	3	2	2	1	257.43	1	4	3	1	1	3	19	1	3	3	1
1	1	8	23	0.1	3	3	2	1	0	288.5	1	16	1	3	3	1	7	1	3	3	1
1	1	8	24	1.8	3	3	2	2	1	195.58	1	3	3	1	1	3	1	3	1	1	3
1	1	8	25	0.4	1	1	1	1	1	220.95	1	8	3	1	3	1	1	3	3	3	3
1	1	8	26	0.8	1	1	1	1	1	211.26	1	10	1	1	1	1	13	3	3	3	3
1	1	8	27	1.8	3	3	2	2	1	193.11	1	20	3	1	1	3	13	3	3	1	1
1	1	8	28	0.2	1	1	1	2	0	290.69	1	3	1	1	1	1	3	1	3	1	3
1	1	8	29	0.05	3	3	2	1	0	378.21	0	2	3	1	1	3	7	1	3	3	1
1	1	8	30	0.05	1	1	1	1	1	382.11	0	8	3	3	3	3	19	3	1	3	1
1	1	8	31	0.8	1	1	1	1	1	232.44	1	7	1	3	1	3	5	3	1	3	1
1	1	8	32	0.2	1	1	1	1	1	298.49	1	15	3	1	3	1	1	3	1	3	1
1	1	8	33	0.1	1	1	1	2	0	267.32	1	4	3	3	3	3	16	3	1	3	1
1	1	8	34	0.1	1	1	1	1	1	324.19	0	5	1	3	1	3	19	3	3	3	3
1	1	8	35	0.4	3	3	2	2	1	210.91	1	1	3	1	1	3	19	3	3	1	1
1	1	8	36	1.8	3	3	2	2	1	223.15	1	20	3	1	1	3	2	1	3	3	1
1	1	8	37	0.8	1	1	1	1	1	233.78	1	3	1	3	1	3	6	1	3	1	3
1	1	8	38	0.1	3	3	2	2	1	310.63	0	11	1	1	3	3	16	1	3	3	1
1	1	8	39	0.2	3	3	2	2	1	245.98	1	11	1	3	3	1	16	3	1	1	3
1	1	8	40	0.1	3	3	2	1	0	163.76	1	10	1	3	3	1	14	3	1	1	3
1	1	8	41	0.05	1	1	1	1	1	393.54	0	7	1	3	1	3	7	3	3	3	3
1	1	8	42	0.1	3	3	2	2	1	266.84	1	3	3	3	1	1	19	3	1	1	3
1	1	8	43	0.4	3	3	2	2	1	216.21	1	6	3	3	1	1	1	1	1	3	3
1	1	8	44	0.1	3	3	2	2	1	322.76	0	15	3	1	1	3	11	3	3	1	1
1	1	8	45	0.8	1	1	1	1	1	245.6	1	2	3	3	3	3	7	3	3	3	3
1	1	8	46	1.8	1	1	1	1	1	225.76	1	4	1	1	1	1	12	3	3	3	3
1	1	8	47	0.05	1	1	1	1	1	331.47	0	5	1	1	1	1	9	1	1	1	1
1	1	8	48	0.05	1	1	1	2	0	333.54	0	19	1	3	1	3	13	3	3	3	3
1	1	8	49	0.8	1	1	1	1	1	232.85	1	16	1	3	1	3	16	1	1	1	1
1	1	8	50	0.1	3	3	2	2	1	358.6	0	10	3	1	1	3	9	1	1	3	3
1	1	8	51	1.8	3	3	2	2	1	236.72	1	8	1	1	3	3	19	1	1	3	3
1	1	8	52	0.05	3	3	2	2	1	346.08	0	6	1	1	3	3	2	3	1	1	3
1	1	8	53	0.8	3	3	2	2	1	225.75	1	12	3	3	1	1	8	1	1	3	3
1	1	8	54	1.8	3	3	2	2	1	183.56	1	6	3	1	1	3	7	3	3	1	1
1	1	8	55	1.8	3	3	2	2	1	210.58	1	11	3	3	1	1	14	3	3	1	1
1	1	8	56	0.05	1	1	1	1	1	339.91	0	4	3	3	3	3	18	1	1	1	1
1	1	8	57	1.8	1	1	99	99	99	99	99	12	3	1	3	1	9	1	1	1	1
1	1	8	58	0.8	3	3	2	2	1	260.14	1	10	3	1	1	3	16	1	3	3	1
1	1	8	59	0.2	3	3	2	2	1	292.5	1	6	1	3	3	1	9	3	3	1	1
1	1	8	60	0.2	3	3	2	2	1	319.09	0	18	3	1	1	3	5	3	3	1	1
1	1	8	61	0.05	3	3	2	2	1	344.49	0	19	1	3	3	1	4	3	1	1	3
1	1	8	62	0.4	3	3	2	2	1	202.31	1	7	1	3	3	1	11	1	3	3	1
1	1	8	63	0.4	3	3	2	2	1	218.14	1	14	3	3	1	1	15	3	1	1	3
1	1	8	64	0.05	1	1	1	2	0	306.72	0	19	1	3	1	3	10	3	3	3	3
1	1	8	65	0.4	3	3	2	2	1	228.75	1	17	3	3	1	1	18	1	3	3	1
1	1	8	66	0.05	3	3	2	1	0	434.96	0	18	3	3	1	1	9	3	3	1	1
1	1	8	67	0.4	3	3	2	1	0	196.79	1	11	3	3	1	1	4	1	1	3	3
1	1	8	68	0.8	3	3	2	2	1	191.84	1	3	1	3	3	1	19	1	3	3	1
1	1	8	69	0.2	3	3	2	2	1	257.24	1	13	3	1	1	3	3	3	3	1	1
1	1	8	70	1.8	3	3	2	2	1	182.33	1	16	1	3	3	1	10	1	3	3	1
1	1	8	71	1.8	1	1	1	1	1	205.54	1	8	3	3	3	3	6	1	1	1	1
1	1	8	72	0.2	1	1	1	1	1	261.51	1	8	1	1	1	1	8	1	1	1	1
1	1	8	73	0.05	3	3	2	1	0	318.55	0	20	3	1	1	3	17	3	3	1	1
1	1	8	74	0.8	1	1	1	1	1	209.16	1	16	1	1	1	1	15	3	3	3	3
1	1	8	75	0.05	1	1	1	1	1	397.4	0	13	3	3	3	3	9	3	1	3	1
1	1	8	76	0.2	3	3	2	2	1	216.05	1	7	3	3	1	1	3	3	1	1	3
1	1	8	77	0.2	1	1	1	1	1	369.89	0	16	1	1	1	1	20	3	3	3	3
1	1	8	78	0.8	1	1	1	1	1	195.48	1	11	3	3	3	3	10	1	3	1	3
1	1	9	1	0.1	3	3	2	2	1	347.1	0	17	3	1	1	3	4	1	1	3	3
1	1	9	2	1.8	3	3	2	2	1	183.9	1	6	1	1	3	3	16	3	1	1	3
1	1	9	3	0.8	3	3	2	2	1	184.26	1	15	3	1	1	3	20	3	1	1	3
1	1	9	4	1.8	3	3	2	2	1	169.35	1	12	1	3	3	1	4	3	1	1	3
1	1	9	5	0.05	3	3	2	2	1	337.01	0	12	1	3	3	1	12	1	3	3	1
1	1	9	6	0.4	3	3	2	1	0	254.91	1	15	3	1	1	3	15	3	3	1	1
1	1	9	7	1.8	3	3	2	2	1	183.37	1	10	3	3	1	1	1	3	3	1	1
1	1	9	8	0.4	3	3	2	2	1	204.97	1	2	3	3	1	1	19	1	3	3	1
1	1	9	9	0.1	3	3	2	2	1	281.17	1	6	1	1	3	3	12	1	1	3	3
1	1	9	10	0.2	3	3	2	2	1	252	1	10	3	3	1	1	4	1	3	3	1
1	1	9	11	0.2	3	3	2	2	1	267.04	1	9	1	3	3	1	15	1	3	3	1
1	1	9	12	0.05	1	1	1	2	0	347.79	0	20	3	3	3	3	10	3	1	3	1
1	1	9	13	0.8	1	1	1	1	1	201.85	1	3	1	1	1	1	14	1	3	1	3
1	1	9	14	0.1	1	1	1	1	1	348.96	0	16	3	1	3	1	5	3	1	3	1
1	1	9	15	0.4	1	1	1	1	1	227.23	1	11	1	1	1	1	18	3	3	3	3
1	1	9	16	0.1	3	3	2	2	1	277.32	1	11	3	3	1	1	19	3	3	1	1
1	1	9	17	0.8	1	1	1	1	1	196.24	1	14	1	3	1	3	15	3	3	3	3
1	1	9	18	0.05	3	3	2	2	1	304.32	0	17	3	3	1	1	4	1	1	3	3
1	1	9	19	0.2	3	3	2	2	1	224.97	1	14	3	3	1	1	8	1	3	3	1
1	1	9	20	0.4	3	3	2	2	1	220.84	1	9	1	3	3	1	4	1	1	3	3
1	1	9	21	0.05	3	3	2	2	1	317.37	0	17	3	1	1	3	16	1	1	3	3
1	1	9	22	0.4	1	1	1	1	1	239.51	1	7	3	3	3	3	10	1	3	1	3
1	1	9	23	0.05	1	1	1	1	1	432.82	0	11	3	1	3	1	8	1	3	1	3
1	1	9	24	0.05	1	1	1	1	1	327.42	0	9	3	3	3	3	18	3	1	3	1
1	1	9	25	0.4	1	1	1	1	1	206.41	1	16	3	3	3	3	2	1	3	1	3
1	1	9	26	0.1	3	3	2	2	1	322.45	0	9	1	1	3	3	12	1	3	3	1
1	1	9	27	0.2	1	1	1	1	1	287.73	1	2	3	1	3	1	16	3	1	3	1
1	1	9	28	1.8	1	1	1	1	1	223.03	1	8	3	1	3	1	4	3	3	3	3
1	1	9	29	0.8	1	1	1	1	1	225.87	1	5	3	1	3	1	1	3	3	3	3
1	1	9	30	0.1	1	1	1	1	1	327.14	0	16	3	3	3	3	12	3	3	3	3
1	1	9	31	0.8	1	1	1	1	1	210.7	1	10	1	1	1	1	2	3	1	3	1
1	1	9	32	0.8	1	1	1	1	1	200.13	1	4	3	1	3	1	6	1	3	1	3
1	1	9	33	0.1	3	3	2	2	1	391.23	0	17	1	1	3	3	18	1	3	3	1
1	1	9	34	1.8	1	1	1	1	1	215.86	1	5	1	3	1	3	4	1	1	1	1
1	1	9	35	0.2	1	1	1	1	1	284.76	1	16	3	3	3	3	1	1	1	1	1
1	1	9	36	0.4	1	1	1	1	1	218.17	1	12	1	3	1	3	13	1	3	1	3
1	1	9	37	0.2	3	3	2	2	1	286.09	1	18	3	1	1	3	5	3	1	1	3
1	1	9	38	1.8	1	1	1	1	1	186.99	1	9	1	3	1	3	12	1	1	1	1
1	1	9	39	0.2	1	1	1	1	1	261.6	1	15	3	1	3	1	14	3	1	3	1
1	1	9	40	0.1	3	3	2	2	1	300.36	0	13	3	1	1	3	11	1	3	3	1
1	1	9	41	0.1	1	1	1	1	1	161.81	1	17	3	3	3	3	2	1	3	1	3
1	1	9	42	0.2	1	1	1	1	1	251.93	1	20	3	1	3	1	6	3	1	3	1
1	1	9	43	0.1	1	1	1	1	1	176.3	1	16	1	3	1	3	16	3	3	3	3
1	1	9	44	0.8	1	1	1	1	1	229.38	1	4	3	1	3	1	10	3	1	3	1
1	1	9	45	0.8	1	1	1	1	1	227.49	1	14	1	3	1	3	10	3	1	3	1
1	1	9	46	1.8	3	3	2	2	1	197.61	1	10	1	3	3	1	7	3	1	1	3
1	1	9	47	1.8	1	1	1	1	1	186.87	1	12	3	3	3	3	6	3	1	3	1
1	1	9	48	0.05	3	3	2	2	1	432.91	0	11	1	3	3	1	12	3	1	1	3
1	1	9	49	1.8	3	3	2	2	1	196.4	1	2	3	3	1	1	10	3	1	1	3
1	1	9	50	0.2	1	1	1	1	1	281.43	1	20	1	1	1	1	14	1	1	1	1
1	1	9	51	0.2	1	1	1	1	1	261.09	1	10	3	3	3	3	19	3	3	3	3
1	1	9	52	0.05	1	1	1	1	1	339.54	0	9	1	3	1	3	17	3	1	3	1
1	1	9	53	0.05	3	3	2	1	0	414.21	0	7	1	1	3	3	14	1	3	3	1
1	1	9	54	0.4	1	1	1	1	1	194.44	1	3	3	1	3	1	12	3	1	3	1
1	1	9	55	0.4	1	1	1	1	1	227.43	1	3	3	1	3	1	14	3	1	3	1
1	1	9	56	0.4	3	3	2	2	1	207.45	1	3	3	3	1	1	7	1	3	3	1
1	1	9	57	0.05	1	1	1	1	1	306.85	0	18	3	1	3	1	9	3	3	3	3
1	1	9	58	0.4	3	3	2	2	1	243.55	1	2	1	3	3	1	13	3	1	1	3
1	1	9	59	0.2	1	1	1	1	1	275.01	1	7	1	1	1	1	15	3	1	3	1
1	1	9	60	0.4	3	3	2	2	1	212.04	1	11	3	1	1	3	15	1	3	3	1
1	1	9	61	0.8	3	3	2	2	1	195.79	1	3	1	3	3	1	14	1	3	3	1
1	1	9	62	0.8	3	3	2	2	1	228.45	1	5	3	1	1	3	13	3	1	1	3
1	1	9	63	0.4	1	1	1	1	1	190.95	1	9	1	1	1	1	2	3	1	3	1
1	1	9	64	1.8	1	1	1	1	1	180.28	1	12	3	1	3	1	15	3	1	3	1
1	1	9	65	1.8	1	1	1	1	1	197.64	1	17	3	3	3	3	16	1	1	1	1
1	1	9	66	0.1	1	1	1	1	1	295.33	1	8	3	1	3	1	10	1	3	1	3
1	1	9	67	0.05	1	1	1	1	1	293.83	1	16	1	3	1	3	7	3	3	3	3
1	1	9	68	0.05	3	3	2	2	1	307.17	0	7	1	3	3	1	8	3	1	1	3
1	1	9	69	1.8	3	3	2	2	1	184.4	1	20	1	1	3	3	2	1	1	3	3
1	1	9	70	0.05	1	1	1	1	1	314.3	0	15	3	1	3	1	14	1	3	1	3
1	1	9	71	0.2	3	3	2	2	1	260.96	1	6	3	3	1	1	6	3	3	1	1
1	1	9	72	0.8	1	1	1	1	1	194.87	1	20	1	3	1	3	4	3	1	3	1
1	1	9	73	0.2	1	1	1	1	1	255.16	1	18	3	1	3	1	18	1	3	1	3
1	1	9	74	0.1	1	1	1	2	0	308.21	0	7	3	1	3	1	1	3	1	3	1
1	1	9	75	0.1	1	1	1	1	1	275.93	1	6	1	3	1	3	12	1	3	1	3
1	1	9	76	0.8	1	1	1	1	1	247.34	1	16	3	3	3	3	13	3	1	3	1
1	1	9	77	0.8	1	1	1	1	1	201.31	1	19	3	3	3	3	16	1	1	1	1
1	1	9	78	1.8	3	3	2	2	1	185.03	1	15	1	1	3	3	16	3	1	1	3
1	1	10	1	0.05	3	3	2	1	0	353.63	0	4	3	1	1	3	13	3	1	1	3
1	1	10	2	1.8	1	1	1	1	1	180.73	1	13	1	3	1	3	17	3	1	3	1
1	1	10	3	0.2	1	1	1	1	1	244.13	1	9	1	3	1	3	19	3	3	3	3
1	1	10	4	0.4	1	1	1	1	1	206.97	1	2	3	3	3	3	4	3	3	3	3
1	1	10	5	1.8	3	3	2	2	1	186.83	1	14	3	3	1	1	20	3	1	1	3
1	1	10	6	0.1	1	1	1	1	1	305.11	0	15	3	3	3	3	3	1	3	1	3
1	1	10	7	0.05	1	1	1	1	1	335.66	0	7	1	1	1	1	14	1	1	1	1
1	1	10	8	0.1	3	3	2	2	1	251.77	1	8	3	1	1	3	19	3	1	1	3
1	1	10	9	0.2	3	3	2	2	1	265.48	1	11	3	1	1	3	16	1	3	3	1
1	1	10	10	1.8	1	1	1	1	1	217.47	1	3	3	3	3	3	5	1	3	1	3
1	1	10	11	0.4	1	1	1	1	1	203.52	1	6	3	3	3	3	3	1	1	1	1
1	1	10	12	0.2	3	3	2	2	1	255.77	1	13	3	3	1	1	12	3	3	1	1
1	1	10	13	0.1	3	3	2	2	1	506.04	0	10	3	1	1	3	11	3	3	1	1
1	1	10	14	0.4	3	3	2	1	0	237.62	1	12	3	1	1	3	14	3	3	1	1
1	1	10	15	1.8	3	3	2	2	1	232.23	1	14	1	1	3	3	4	3	3	1	1
1	1	10	16	0.05	1	1	1	1	1	320.92	0	20	3	3	3	3	2	1	1	1	1
1	1	10	17	0.4	1	1	1	1	1	199.85	1	3	1	3	1	3	7	3	3	3	3
1	1	10	18	0.8	3	3	2	2	1	197.83	1	4	3	3	1	1	6	1	3	3	1
1	1	10	19	0.8	1	1	1	1	1	199.17	1	12	1	1	1	1	14	1	3	1	3
1	1	10	20	0.2	3	3	2	2	1	283.02	1	7	3	1	1	3	14	3	3	1	1
1	1	10	21	1.8	1	1	1	1	1	210.01	1	12	3	1	3	1	19	1	1	1	1
1	1	10	22	0.8	1	1	1	1	1	187.08	1	9	3	3	3	3	9	1	3	1	3
1	1	10	23	0.05	3	3	2	2	1	341.47	0	3	1	3	3	1	8	1	1	3	3
1	1	10	24	1.8	1	1	1	2	0	194.89	1	11	3	3	3	3	7	3	1	3	1
1	1	10	25	1.8	3	3	2	2	1	206.39	1	3	3	1	1	3	17	1	3	3	1
1	1	10	26	0.4	3	3	2	2	1	235.37	1	1	1	1	3	3	12	1	3	3	1
1	1	10	27	1.8	3	3	2	2	1	225.73	1	16	1	3	3	1	7	1	1	3	3
1	1	10	28	1.8	3	3	2	2	1	218.04	1	10	3	3	1	1	5	1	1	3	3
1	1	10	29	0.05	1	1	1	2	0	330.35	0	7	1	3	1	3	7	3	3	3	3
1	1	10	30	0.2	1	1	1	1	1	315.96	0	20	3	1	3	1	3	1	3	1	3
1	1	10	31	0.4	3	3	2	2	1	207.09	1	2	3	3	1	1	16	3	3	1	1
1	1	10	32	0.4	3	3	2	2	1	213.46	1	2	1	3	3	1	16	1	1	3	3
1	1	10	33	0.05	3	3	2	2	1	379.76	0	15	1	3	3	1	17	1	1	3	3
1	1	10	34	0.4	3	3	2	2	1	221.92	1	19	1	1	3	3	6	1	1	3	3
1	1	10	35	0.2	1	1	1	1	1	289.71	1	12	3	3	3	3	9	3	1	3	1
1	1	10	36	0.4	1	1	1	1	1	205.38	1	18	1	3	1	3	7	1	3	1	3
1	1	10	37	0.2	3	3	2	2	1	293.07	1	6	3	1	1	3	2	3	1	1	3
1	1	10	38	0.8	3	3	2	2	1	202.45	1	2	1	3	3	1	9	1	1	3	3
1	1	10	39	0.2	1	1	1	1	1	295.99	1	12	1	1	1	1	19	3	1	3	1
1	1	10	40	0.4	1	1	1	1	1	251.38	1	3	1	1	1	1	19	1	1	1	1
1	1	10	41	0.1	3	3	2	2	1	329.05	0	10	1	3	3	1	4	3	1	1	3
1	1	10	42	0.05	1	1	1	2	0	350.47	0	11	3	1	3	1	6	3	1	3	1
1	1	10	43	0.1	3	3	2	1	0	354.67	0	19	3	3	1	1	6	1	3	3	1
1	1	10	44	0.2	3	3	2	2	1	306.91	0	1	1	1	3	3	10	1	3	3	1
1	1	10	45	0.1	1	1	1	1	1	201.81	1	5	3	1	3	1	11	3	1	3	1
1	1	10	46	0.8	3	3	2	2	1	142.19	1	9	3	1	1	3	1	1	1	3	3
1	1	10	47	0.1	1	1	1	1	1	289.23	1	16	1	1	1	1	15	3	3	3	3
1	1	10	48	0.1	3	3	2	2	1	289.78	1	7	3	1	1	3	6	3	1	1	3
1	1	10	49	0.8	3	3	2	2	1	201.35	1	13	3	3	1	1	5	1	3	3	1
1	1	10	50	0.05	1	1	1	1	1	334.62	0	17	3	1	3	1	8	3	1	3	1
1	1	10	51	0.1	1	1	1	1	1	254.11	1	13	3	1	3	1	7	1	1	1	1
1	1	10	52	0.4	1	1	1	1	1	200.19	1	2	1	3	1	3	6	1	3	1	3
1	1	10	53	0.2	1	1	1	1	1	252.56	1	2	3	3	3	3	2	3	3	3	3
1	1	10	54	0.8	3	3	2	2	1	196.2	1	4	1	3	3	1	1	3	1	1	3
1	1	10	55	0.05	1	1	1	2	0	341.03	0	15	1	1	1	1	17	3	3	3	3
1	1	10	56	1.8	1	1	1	1	1	192.5	1	13	3	1	3	1	10	3	3	3	3
1	1	10	57	0.4	3	3	2	2	1	221.15	1	13	1	1	3	3	16	1	3	3	1
1	1	10	58	0.1	1	1	1	1	1	265.49	1	8	1	1	1	1	19	1	1	1	1
1	1	10	59	0.4	1	1	1	1	1	255.38	1	13	3	1	3	1	17	3	1	3	1
1	1	10	60	0.8	3	3	2	2	1	222.72	1	6	3	3	1	1	11	3	3	1	1
1	1	10	61	0.05	1	1	1	1	1	300.13	0	5	3	1	3	1	12	3	1	3	1
1	1	10	62	1.8	1	1	1	1	1	146.15	1	12	1	1	1	1	19	1	1	1	1
1	1	10	63	0.1	3	3	2	2	1	317.63	0	10	1	3	3	1	14	1	3	3	1
1	1	10	64	0.2	1	1	1	1	1	257.17	1	1	3	1	3	1	8	1	3	1	3
1	1	10	65	0.05	3	3	2	2	1	357.34	0	8	1	3	3	1	12	1	3	3	1
1	1	10	66	0.8	3	3	2	2	1	194.62	1	12	1	3	3	1	6	3	1	1	3
1	1	10	67	0.2	1	1	1	1	1	269.38	1	9	1	1	1	1	13	1	1	1	1
1	1	10	68	0.8	1	1	1	1	1	222.57	1	6	1	3	1	3	15	1	3	1	3
1	1	10	69	0.1	1	1	1	1	1	221.72	1	6	3	1	3	1	19	3	3	3	3
1	1	10	70	0.8	3	3	2	2	1	216.81	1	6	3	1	1	3	3	3	1	1	3
1	1	10	71	0.1	3	3	2	2	1	313.66	0	7	3	1	1	3	19	1	3	3	1
1	1	10	72	0.2	3	3	2	2	1	360.15	0	6	1	3	3	1	20	1	3	3	1
1	1	10	73	0.8	1	1	1	1	1	199.9	1	5	3	3	3	3	13	3	3	3	3
1	1	10	74	0.05	1	1	1	1	1	420.81	0	14	1	3	1	3	5	1	1	1	1
1	1	10	75	0.8	1	1	1	1	1	287.07	1	1	3	1	3	1	5	3	3	3	3
1	1	10	76	1.8	1	1	99	99	99	99	99	11	3	3	3	3	3	1	1	1	1
1	1	10	77	1.8	3	3	99	99	99	99	99	2	3	1	1	3	5	3	3	1	1
1	1	10	78	0.05	3	3	2	2	1	418.44	0	19	1	1	3	3	3	3	3	1	1
